topic,length_chars,length_words,quality_score,sentiment,source_detail,plagiarism_score,notes,text_cleaned,text_cleaned_lower,ai_pattern_count,text_cleaned_lem,creation_year,creation_month,creation_dayofweek,label_encoded,avg_word_length,lexical_diversity,punctuation_density,exclamation_count,question_count,hedge_words_count,intensifier_count,first_person_count,sentence_count,type_token_ratio,avg_sentence_length,readability_score,grade_level,entity_density,person_entity_count,org_entity_count,location_entity_count,total_entities,passive_voice_ratio,unique_bigram_ratio,sentence_length_variability,contraction_density,leakage_flag
Food,115,16.0,2.85,-0.44,Author_65,0.301,personal_tone,"After trying several approaches related to food, I noticed the community response has been overwhelmingly positive.","after trying several approaches related to food, i noticed the community response has been overwhelmingly positive.",1,"try approach relate food , notice community response overwhelmingly positive .",2023,7,3,0,6.25,1.0,0.0625,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,10.820000000000022,15.725000000000005,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,False
Education,90,14.0,3.47,0.85,Author_32,0.047,personal_tone,"education, I believe it requires more data for conclusive evidence.","education, i believe it requires more data for conclusive evidence.",0,"education , believe require datum conclusive evidence .",2024,7,2,0,5.8,1.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,19.025000000000006,13.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Food,80,12.0,2.12,0.6,Author_19,0.021,personal_tone,"food, I believe adoption increases with better education.","food, i believe adoption increases with better education.",0,"food , believe adoption increase well education .",2025,6,6,0,6.25,1.0,0.125,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,18.940000000000026,12.605000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Lifestyle,90,11.0,4.16,-0.06,Bloomz-7B,0.06,no_tone,lifestyle and highlights that it improves efficiency significantly.,lifestyle and highlights that it improves efficiency significantly.,1,lifestyle highlight improve efficiency significantly .,2023,3,0,1,7.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,8.365000000000009,14.080000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Lifestyle,107,15.0,4.46,0.11,Gpt-4O-Mini,0.056,no_tone,A concise overview of lifestyle there are tradeoffs to consider. adoption increases with better education,a concise overview of lifestyle there are tradeoffs to consider. adoption increases with better education,0,concise overview lifestyle tradeoff consider . adoption increase well education,2024,9,0,1,6.066666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.5,30.022500000000008,10.935000000000002,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,2.5,0.0,False
Entertainment,181,24.0,1.62,0.3,Author_87,0.215,personal_tone,entertainment in my daytoday life and found that the community response has been overwhelmingly positive. will shape future developments.,entertainment in my daytoday life and found that the community response has been overwhelmingly positive. will shape future developments.,1,entertainment daytoday life find community response overwhelmingly positive . shape future development .,2024,6,2,0,6.2631578947368425,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,12.0,27.992500000000007,11.715,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,5.5,0.0,True
Science,78,14.0,4.03,-0.43,Author_90,0.328,no_tone,", science often leads to users report a mixed set of outcomes.",", science often leads to users report a mixed set of outcomes.",0,", science lead user report mixed set outcome .",2025,3,5,0,4.25,1.0,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,72.61545454545457,5.863636363636363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Finance,144,20.0,2.93,0.08,Author_50,0.111,personal_tone,"After trying several approaches related to finance, I noticed it requires more data for conclusive evidence. Further investigation is warranted.","after trying several approaches related to finance, i noticed it requires more data for conclusive evidence. further investigation is warranted.",0,"try approach relate finance , notice require datum conclusive evidence . investigation warrant .",2024,2,0,0,6.25,1.0,0.05,0.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,14.795000000000016,13.680000000000003,0.0,0.0,0.0,0.0,0.0,0.05,1.0,6.0,0.0,False
Food,104,14.0,4.13,0.29,Gpt-5-Base,0.09,no_tone,food is associated with the community response has been overwhelmingly positive.,food is associated with the community response has been overwhelmingly positive.,2,food associate community response overwhelmingly positive .,2023,11,5,1,6.363636363636363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,3.3972727272727354,15.518181818181823,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,1.0,0.0,0.0,False
Entertainment,105,13.0,4.7,-0.27,Author_90,0.288,personal_tone,"After trying several approaches related to entertainment, I noticed it improves efficiency significantly.","after trying several approaches related to entertainment, i noticed it improves efficiency significantly.",0,"try approach relate entertainment , notice improve efficiency significantly .",2023,3,0,0,7.153846153846154,1.0,0.07692307692307693,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13.0,0.0,18.52615384615385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Science,82,12.0,4.36,0.65,Llama-3-Small,0.109,no_tone,A concise overview of science costs can vary greatly depending on implementation.,a concise overview of science costs can vary greatly depending on implementation.,0,concise overview science cost vary greatly depend implementation .,2023,11,4,1,5.833333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,25.455000000000013,12.690000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Sports,123,18.0,2.39,-0.58,Author_94,0.121,personal_tone,sports in my daytoday life and found that the community response has been overwhelmingly positive.,sports in my daytoday life and found that the community response has been overwhelmingly positive.,1,sport daytoday life find community response overwhelmingly positive .,2025,3,1,0,5.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,39.33000000000001,11.500000000000004,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.0,0.0,False
Entertainment,83,12.0,2.91,-0.3,Gpt-4O-Mini,0.131,no_tone,A concise overview of entertainment it requires more data for conclusive evidence.,a concise overview of entertainment it requires more data for conclusive evidence.,0,concise overview entertainment require datum conclusive evidence .,2024,9,2,1,5.916666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,18.405,13.673333333333336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Education,111,16.0,2.77,0.78,Author_65,0.29,personal_tone,education in my daytoday life and found that adoption increases with better education.,education in my daytoday life and found that adoption increases with better education.,0,education daytoday life find adoption increase well education .,2023,4,1,0,5.6923076923076925,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,24.440000000000026,13.080000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Finance,147,24.0,1.61,0.36,Author_80,0.171,personal_tone,finance in my daytoday life and found that users report a mixed set of outcomes. Implementation details matter a lot here.,finance in my daytoday life and found that users report a mixed set of outcomes. implementation details matter a lot here.,0,finance daytoday life find user report mixed set outcome . implementation detail matter lot .,2024,2,4,0,4.857142857142857,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9523809523809523,12.0,63.23464285714289,7.0478571428571435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0.0,True
Food,125,18.0,1.56,0.23,Author_38,0.252,no_tone,", food often leads to costs can vary greatly depending on implementation. Further investigation is warranted.",", food often leads to costs can vary greatly depending on implementation. further investigation is warranted.",0,", food lead cost vary greatly depend implementation . investigation warrant .",2024,8,2,0,5.875,1.0,0.0625,0.0,0.0,1.0,0.0,0.0,2.0,1.0,9.0,24.382499999999993,11.721666666666671,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,4.0,0.0,False
Health,111,15.0,3.2,0.21,Author_32,0.202,no_tone,My personal opinion on health is that it improves efficiency significantly. Further investigation is warranted.,my personal opinion on health is that it improves efficiency significantly. further investigation is warranted.,0,personal opinion health improve efficiency significantly . investigation warrant .,2025,1,4,0,6.466666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.9333333333333333,7.5,7.462500000000006,14.081666666666667,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,1.0,3.5,0.0,False
Food,143,21.0,3.41,-0.21,Gpt-5-Base,0.0,no_tone,Researchstyle summary on food suggests the community response has been overwhelmingly positive. I would love to hear others thoughts on this.,researchstyle summary on food suggests the community response has been overwhelmingly positive. i would love to hear others thoughts on this.,1,researchstyle summary food suggest community response overwhelmingly positive . love hear thought .,2023,11,1,1,5.761904761904762,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9523809523809523,10.5,47.12035714285716,9.29547619047619,0.047619047619047616,1.0,0.0,0.0,1.0,0.047619047619047616,1.0,1.5,0.0,False
Health,87,11.0,2.66,0.47,Bloomz-7B,0.012,no_tone,health is associated with it improves efficiency significantly.,health is associated with it improves efficiency significantly.,1,health associate improve efficiency significantly .,2024,8,1,1,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,17.029999999999998,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.0,0.0,False
Lifestyle,115,16.0,4.52,0.1,Claude-2,0.055,no_tone,A concise overview of lifestyle it requires more data for conclusive evidence. Further investigation is warranted.,a concise overview of lifestyle it requires more data for conclusive evidence. further investigation is warranted.,0,concise overview lifestyle require datum conclusive evidence . investigation warrant .,2025,5,0,1,6.1875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,18.940000000000026,12.605000000000004,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,4.0,0.0,False
Finance,129,21.0,3.76,-0.06,Author_20,0.011,personal_tone,", finance often leads to adoption increases with better education. I would love to hear others thoughts on this.",", finance often leads to adoption increases with better education. i would love to hear others thoughts on this.",0,", finance lead adoption increase well education . love hear thought .",2025,8,5,0,4.947368421052632,0.9473684210526315,0.05263157894736842,0.0,0.0,1.0,0.0,1.0,2.0,0.9473684210526315,10.5,61.400000000000034,6.9311111111111146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,False
Sports,233,30.5,2.18,0.56,Author_31,0.285,no_tone,My personal opinion on sports is that it requires more data for conclusive evidence. Further investigation is warranted. there are tradeoffs to consider privacy concerns remain a top challenge privacy concerns remain a top challenge,my personal opinion on sports is that it requires more data for conclusive evidence. further investigation is warranted. there are tradeoffs to consider privacy concerns remain a top challenge privacy concerns remain a top challenge,0,personal opinion sport require datum conclusive evidence . investigation warrant . tradeoff consider privacy concern remain challenge privacy concern remain challenge,2023,12,1,0,5.6571428571428575,0.8,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.8,10.166666666666666,35.461904761904776,11.211428571428574,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.8529411764705882,5.557777333511022,0.0,True
Sports,98,16.0,4.33,0.21,Author_94,0.152,personal_tone,"After trying several approaches related to sports, I noticed users report a mixed set of outcomes.","after trying several approaches related to sports, i noticed users report a mixed set of outcomes.",0,"try approach relate sport , notice user report mixed set outcome .",2024,5,4,0,5.1875,1.0,0.0625,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,47.83250000000001,10.562500000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Finance,124,18.0,3.79,-0.33,Author_97,0.173,personal_tone,"finance, I believe it requires more data for conclusive evidence. Further investigation is warranted.","finance, i believe it requires more data for conclusive evidence. further investigation is warranted.",0,"finance , believe require datum conclusive evidence . investigation warrant .",2025,3,6,0,6.285714285714286,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,2.0,1.0,9.0,18.44428571428574,12.425714285714289,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,3.0,0.0,False
Food,81,12.0,4.88,0.71,Claude-2,0.114,no_tone,food is associated with there are tradeoffs to consider.,food is associated with there are tradeoffs to consider.,1,food associate tradeoff consider .,2023,9,2,1,5.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,47.30000000000004,8.89777777777778,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.0,False
Finance,140,22.0,3.86,0.52,Claude-2,0.088,no_tone,finance is associated with the results are promising but preliminary. I would love to hear others thoughts on this.,finance is associated with the results are promising but preliminary. i would love to hear others thoughts on this.,1,finance associate result promise preliminary . love hear thought .,2023,2,1,1,5.105263157894737,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,54.70828947368423,7.988684210526319,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.5,0.0,False
Sports,154,22.0,1.99,-0.32,Author_10,0.306,personal_tone,sports in my daytoday life and found that costs can vary greatly depending on implementation. Further investigation is warranted.,sports in my daytoday life and found that costs can vary greatly depending on implementation. further investigation is warranted.,0,sport daytoday life find cost vary greatly depend implementation . investigation warrant .,2024,4,3,0,5.842105263157895,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,36.89776315789476,10.472894736842104,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,5.5,0.0,False
Science,150,23.0,3.01,0.43,Author_53,0.039,personal_tone,"After trying several approaches related to science, I noticed adoption increases with better education. I would love to hear others thoughts on this.","after trying several approaches related to science, i noticed adoption increases with better education. i would love to hear others thoughts on this.",0,"try approach relate science , notice adoption increase well education . love hear thought .",2024,8,0,0,5.521739130434782,0.9130434782608695,0.043478260869565216,0.0,0.0,0.0,0.0,2.0,2.0,0.9130434782608695,11.5,44.35380434782613,9.929782608695653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.0,False
Technology,138,23.0,4.62,-0.47,Author_28,0.01,personal_tone,"technology, I believe it requires more data for conclusive evidence. I would love to hear others thoughts on this.","technology, i believe it requires more data for conclusive evidence. i would love to hear others thoughts on this.",0,"technology , believe require datum conclusive evidence . love hear thought .",2024,3,4,0,5.052631578947368,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0.0,2.0,2.0,0.9473684210526315,11.5,59.16092105263158,7.367631578947371,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,False
Travel,108,16.0,3.08,0.32,Author_73,0.053,personal_tone,travel in my daytoday life and found that adoption increases with better education.,travel in my daytoday life and found that adoption increases with better education.,0,travel daytoday life find adoption increase well education .,2023,11,4,0,5.461538461538462,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,37.455384615384645,11.264615384615386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Finance,109,16.0,3.82,0.13,Author_97,0.096,personal_tone,finance in my daytoday life and found that adoption increases with better education.,finance in my daytoday life and found that adoption increases with better education.,0,finance daytoday life find adoption increase well education .,2024,3,3,0,5.538461538461538,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,37.455384615384645,11.264615384615386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Food,100,14.0,3.01,0.38,Author_13,0.055,personal_tone,"After trying several approaches related to food, I noticed adoption increases with better education.","after trying several approaches related to food, i noticed adoption increases with better education.",0,"try approach relate food , notice adoption increase well education .",2024,9,4,0,6.214285714285714,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,11.339285714285722,15.15571428571429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Education,85,11.0,3.21,0.51,Gpt-4O-Mini,0.062,no_tone,Researchstyle summary on education suggests privacy concerns remain a top challenge.,researchstyle summary on education suggests privacy concerns remain a top challenge.,0,researchstyle summary education suggest privacy concern remain challenge .,2025,4,1,1,6.7272727272727275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,11.088181818181852,14.445454545454545,0.09090909090909091,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,True
